fromPos,toPos,03-2454_S25_L001,03-2525_S26_L001,03-2592_S27_L001,06-283016_S28_L001,06-284001_S29_L001,TG77214_S5_L001,TG77218_S6_L001,TG77222_S7_L001,TG77226_S8_L001
572000,573000,11,12,10,13,16,0,0,0,11
572500,573500,5,4,3,4,4,0,0,0,5
573000,574000,3,3,3,2,3,0,0,0,3
573500,574500,2,2,4,1,4,0,0,0,2
574000,575000,3,1,3,0,4,0,0,0,3
574500,575500,8,4,7,1,5,0,0,0,8
575000,576000,9,8,8,5,7,0,0,0,9
575500,576500,3,5,2,6,5,0,0,0,3
576000,577000,3,3,4,6,4,0,0,0,3
576500,577500,3,4,5,4,4,0,0,0,3
577000,578000,5,7,4,1,6,0,0,0,5
577500,578500,9,11,6,4,8,0,0,0,9
578000,579000,4,6,4,4,4,0,0,0,4
578500,579500,5,4,5,4,5,0,0,0,5
579000,580000,14,3,5,3,4,0,0,0,14
579500,580500,15,0,1,0,1,0,0,0,15
580000,581000,8,1,2,0,2,0,0,0,8
580500,581500,7,7,6,2,4,0,0,0,7
581000,582000,6,6,6,3,5,0,0,0,6
581500,582500,3,5,6,1,6,0,0,0,3
582000,583000,3,5,5,0,4,0,0,0,3
582500,583500,4,3,6,3,3,0,0,0,4
583000,584000,8,4,6,6,5,0,0,0,8
583500,584500,7,4,3,5,5,0,0,0,7
584000,585000,11,6,5,5,6,0,0,0,11
584500,585500,33,6,14,13,13,0,0,0,33
585000,586000,35,7,19,19,20,0,0,0,35
585500,586500,15,10,11,15,14,0,0,0,15
586000,587000,6,7,6,8,7,0,0,0,6
586500,587500,4,3,11,11,11,0,0,0,4
587000,588000,4,4,10,11,13,0,0,0,4
587500,588500,6,5,5,8,8,0,0,0,6
588000,589000,7,6,10,10,10,0,0,0,7
588500,589500,7,6,18,8,14,0,0,0,7
589000,590000,6,7,14,4,10,0,0,0,6
589500,590500,4,8,8,4,8,0,0,0,4
590000,591000,3,7,20,8,8,0,0,0,3
590500,591500,7,10,29,10,10,0,0,0,7
591000,592000,22,25,20,26,17,0,0,0,22
591500,592500,25,27,15,28,19,0,0,0,25
592000,593000,11,10,17,9,11,0,0,0,11
592500,593500,2,1,12,4,7,0,0,0,2
593000,594000,0,0,7,3,7,0,0,0,0
593500,594500,0,0,6,0,4,0,0,0,0
594000,595000,7,2,12,1,11,0,0,0,7
594500,595500,15,6,18,4,18,0,0,0,15
595000,596000,10,5,13,5,11,0,0,0,10
595500,596500,3,2,4,2,4,0,0,0,3
596000,597000,8,8,7,2,8,0,0,0,8
596500,597500,8,8,8,2,6,0,0,0,8
597000,598000,3,4,5,3,2,0,0,0,3
597500,598500,5,4,9,4,3,0,0,0,5
598000,599000,4,5,12,4,5,0,0,0,4
598500,599500,2,6,11,4,5,0,0,0,2
599000,600000,4,3,5,3,3,0,0,0,4
599500,600500,6,1,1,3,4,0,0,0,6
600000,601000,4,3,3,3,5,0,0,0,4
600500,601500,5,6,9,5,8,0,0,0,5
601000,602000,9,6,9,9,10,0,0,0,9
601500,602500,7,8,4,10,8,0,0,0,7
602000,603000,6,7,1,6,5,0,0,0,6
602500,603500,5,4,1,3,4,0,0,0,5
603000,604000,1,5,1,2,2,0,0,0,1
603500,604500,1,5,1,3,2,0,0,0,1
604000,605000,6,8,5,5,6,0,0,0,6
604500,605500,5,9,7,4,6,0,0,0,5
605000,606000,3,8,5,5,6,0,0,0,3
605500,606500,7,5,3,6,6,0,0,0,7
606000,607000,6,0,5,7,7,0,0,0,6
606500,607500,2,1,6,7,7,0,0,0,3
607000,608000,4,2,6,4,3,0,0,0,5
607500,608500,6,2,5,8,6,0,0,0,6
608000,609000,3,2,3,7,7,0,0,0,3
608500,609500,6,4,6,3,5,0,0,0,6
609000,610000,6,4,5,2,3,0,0,0,6
609500,610500,6,4,4,4,4,0,0,0,6
610000,611000,7,4,5,6,6,0,0,0,7
610500,611500,4,1,3,2,2,0,0,0,4
611000,612000,4,1,3,2,2,0,0,0,4
611500,612500,3,1,3,2,2,0,0,0,3
612000,613000,6,1,5,3,3,0,0,0,6
612500,613500,5,1,4,3,3,0,0,0,5
613000,614000,5,1,4,3,3,0,0,0,5
613500,614500,5,1,4,3,3,0,0,0,5
614000,615000,5,1,4,3,3,0,0,0,5
614500,615500,5,1,4,3,3,0,0,0,5
615000,616000,6,1,4,3,3,0,0,0,6
615500,616500,2,2,2,1,2,0,0,0,2
616000,617000,4,6,2,5,4,0,0,0,4
616500,617500,6,9,3,9,5,0,0,0,5
617000,618000,6,6,7,7,5,0,0,0,5
617500,618500,4,2,5,3,3,0,0,0,4
618000,619000,1,1,1,2,1,0,0,0,2
618500,619500,2,0,2,4,0,0,0,0,3
619000,620000,4,2,4,9,2,0,0,0,4
619500,620500,4,4,3,6,4,0,0,0,4
620000,621000,3,6,2,2,3,0,0,0,3
620500,621500,6,5,5,2,7,0,0,0,6
621000,622000,5,2,6,1,6,0,0,0,5
621500,622500,2,3,5,2,2,0,0,0,2
622000,623000,2,4,3,2,2,0,0,0,2
622500,623500,2,3,1,1,1,0,0,0,2
623000,624000,8,7,5,5,4,0,0,0,8
623500,624500,8,8,7,6,3,0,0,0,8
624000,625000,5,5,6,4,3,0,0,0,5
624500,625500,3,3,3,2,3,0,0,0,3
625000,626000,3,3,3,2,3,0,0,0,3
625500,626500,3,3,3,2,3,0,0,0,3
626000,627000,3,3,3,2,3,0,0,0,3
626500,627500,3,3,3,2,3,0,0,0,3
627000,628000,4,5,4,4,4,0,0,0,4
627500,628500,1,2,1,3,2,0,0,0,1
628000,629000,2,1,1,2,2,0,0,0,2
628500,629500,3,3,3,2,3,0,0,0,3
629000,630000,1,6,6,4,4,0,0,0,1
629500,630500,0,5,7,3,2,0,0,0,0
630000,631000,1,3,4,0,1,0,0,0,1
630500,631500,2,3,1,1,2,0,0,0,2
631000,632000,1,2,1,1,2,0,0,0,1
631500,632500,2,3,4,1,2,0,0,0,2
632000,633000,4,4,5,4,5,0,0,0,4
632500,633500,6,6,5,8,9,0,0,0,6
633000,634000,8,7,10,8,10,0,0,0,8
633500,634500,4,3,10,4,6,0,0,0,4
634000,635000,21,10,11,10,9,0,0,0,21
634500,635500,26,15,9,13,12,0,0,0,26
635000,636000,8,8,2,8,7,0,0,0,8
635500,636500,5,6,5,5,3,0,0,0,5
636000,637000,5,8,11,8,4,0,0,0,5
636500,637500,6,6,8,11,4,0,0,0,6
637000,638000,4,3,5,4,0,0,0,0,4
637500,638500,5,3,7,4,3,0,0,0,5
638000,639000,9,1,8,11,10,0,0,0,9
638500,639500,9,1,5,8,8,0,0,0,9
639000,640000,7,7,3,4,4,0,0,0,7
639500,640500,4,8,3,3,3,0,0,0,4
640000,641000,6,6,1,4,3,0,0,0,6
640500,641500,7,5,4,6,3,0,0,0,7
641000,642000,5,3,5,5,2,0,0,0,5
641500,642500,3,7,7,3,8,0,0,0,3
642000,643000,3,8,7,1,8,0,0,0,3
642500,643500,6,8,7,4,5,0,0,0,6
643000,644000,5,5,5,5,4,0,0,0,5
643500,644500,7,0,0,5,1,0,0,0,7
644000,645000,6,1,0,4,0,0,0,0,6
644500,645500,1,1,1,1,0,0,0,0,1
645000,646000,17,1,1,18,0,0,0,0,17
645500,646500,23,7,0,24,0,0,0,0,23
646000,647000,10,11,2,11,1,0,0,0,10
646500,647500,10,9,6,10,5,0,0,0,10
647000,648000,7,5,6,6,5,0,0,0,7
647500,648500,1,1,2,1,1,0,0,0,1
648000,649000,1,0,0,0,1,0,0,0,1
648500,649500,1,0,1,0,1,0,0,0,1
649000,650000,4,2,1,2,2,0,0,0,4
649500,650500,7,4,2,4,3,0,0,0,7
650000,651000,4,5,4,5,1,0,0,0,4
650500,651500,5,8,6,7,4,0,0,0,5
651000,652000,7,7,6,7,5,0,0,0,7
651500,652500,4,2,2,3,1,0,0,0,4
652000,653000,5,1,1,0,2,0,0,0,5
652500,653500,5,1,3,1,4,0,0,0,5
653000,654000,5,8,7,6,7,0,0,0,5
653500,654500,10,13,10,9,9,0,0,0,10
654000,655000,6,5,6,5,4,0,0,0,6
654500,655500,3,3,2,3,2,0,0,0,3
655000,656000,5,5,1,2,3,0,0,0,5
655500,656500,5,4,3,2,3,0,0,0,5
656000,657000,4,1,2,1,4,0,0,0,4
656500,657500,5,2,3,1,4,0,0,0,5
657000,658000,5,4,4,2,2,0,0,0,5
657500,658500,3,2,2,1,1,0,0,0,3
658000,659000,3,3,2,5,3,0,0,0,3
658500,659500,11,7,1,15,13,0,0,0,11
659000,660000,11,9,3,12,11,0,0,0,11
659500,660500,3,5,4,3,2,0,0,0,3
660000,661000,3,1,3,2,2,0,0,0,3
660500,661500,4,3,3,2,2,0,0,0,4
661000,662000,8,4,8,5,6,0,0,0,8
661500,662500,8,2,10,8,5,0,0,0,8
662000,663000,3,4,7,5,2,0,0,0,3
662500,663500,3,7,9,7,9,0,0,0,3
663000,664000,5,3,10,7,12,0,0,0,5
663500,664500,6,2,8,3,8,0,0,0,6
664000,665000,5,3,5,5,3,0,0,0,5
664500,665500,4,17,5,6,27,0,0,0,4
665000,666000,6,17,7,7,29,0,0,0,6
665500,666500,18,4,6,6,7,0,0,0,18
666000,667000,14,5,2,2,8,0,0,0,14
666500,667500,1,3,1,2,4,0,0,0,1
667000,668000,6,4,6,7,4,0,0,0,6
667500,668500,6,4,5,5,3,0,0,0,6
668000,669000,1,15,0,0,13,0,0,0,1
668500,669500,1,24,1,1,22,0,0,0,1
669000,670000,1,13,1,2,12,0,0,0,1
669500,670500,2,4,2,3,4,0,0,0,2
670000,671000,10,9,9,9,2,0,0,0,10
670500,671500,8,8,7,8,1,0,0,0,8
671000,672000,3,2,2,2,1,0,0,0,3
671500,672500,6,5,7,41,5,0,0,0,6
672000,673000,3,17,5,49,17,0,0,0,3
672500,673500,3,39,2,9,20,0,0,0,3
673000,674000,4,27,2,0,9,0,0,0,4
673500,674500,5,2,0,0,1,0,0,0,5
674000,675000,7,1,3,2,4,0,0,0,7
674500,675500,9,2,9,4,8,0,0,0,9
675000,676000,9,4,10,6,8,0,0,0,9
675500,676500,7,5,8,6,7,0,0,0,7
676000,677000,20,19,16,13,16,0,0,0,20
676500,677500,22,24,13,15,14,0,0,0,22
677000,678000,8,12,2,6,1,0,0,0,8
677500,678500,5,7,4,2,0,0,0,0,5
678000,679000,7,5,6,3,1,0,0,0,7
678500,679500,21,17,19,17,16,0,0,0,21
679000,680000,17,15,16,15,15,0,0,0,17
679500,680500,20,29,29,28,29,0,0,0,20
680000,681000,7,20,19,19,20,0,0,0,7
680500,681500,11,11,10,10,10,0,0,0,11
681000,682000,18,11,10,10,10,0,0,0,18
681500,682500,14,9,8,9,9,0,0,0,14
682000,683000,12,10,7,10,7,0,0,0,12
682500,683500,9,22,5,20,4,0,0,0,9
683000,684000,2,28,0,25,4,0,0,0,2
683500,684500,9,20,6,19,9,0,0,0,9
684000,685000,9,13,10,12,9,0,0,0,9
684500,685500,4,9,6,7,6,0,0,0,4
685000,686000,6,9,7,6,9,0,0,0,6
685500,686500,4,8,6,6,8,0,0,0,4
686000,687000,1,6,4,8,6,0,0,0,1
686500,687500,1,7,5,8,6,0,0,0,1
687000,688000,2,7,6,8,3,0,0,0,2
687500,688500,4,5,5,8,7,0,0,0,4
688000,689000,5,4,2,3,5,0,0,0,5
688500,689500,4,4,3,2,0,0,0,0,4
689000,690000,4,7,7,6,4,0,0,0,4
689500,690500,5,9,8,10,5,0,0,0,5
690000,691000,7,8,7,11,2,0,0,0,7
690500,691500,13,9,12,11,3,0,0,0,14
691000,692000,15,6,15,7,3,0,0,0,16
691500,692500,16,4,15,5,4,0,0,0,16
692000,693000,14,7,13,10,9,0,0,0,14
692500,693500,9,9,7,7,9,0,0,0,9
693000,694000,7,8,6,2,5,0,0,0,7
693500,694500,7,8,6,3,4,0,0,0,7
694000,695000,5,9,7,6,5,0,0,0,5
694500,695500,1,7,6,5,5,0,0,0,1
695000,696000,4,3,5,3,6,0,0,0,4
695500,696500,6,3,6,3,6,0,0,0,6
696000,697000,6,6,6,1,7,0,0,0,6
696500,697500,5,7,5,4,6,0,0,0,5
697000,698000,4,5,4,21,2,0,0,0,4
697500,698500,10,4,10,25,5,0,0,0,10
698000,699000,8,5,9,11,5,0,0,0,8
698500,699500,1,3,2,5,1,0,0,0,1
699000,700000,4,2,4,2,2,0,0,0,4
699500,700500,8,2,8,1,3,0,0,0,8
700000,701000,4,5,4,5,7,0,0,0,4
700500,701500,0,5,0,7,8,0,0,0,0
701000,702000,0,2,0,4,6,0,0,0,0
701500,702500,0,8,1,5,6,0,0,0,0
702000,703000,0,8,1,6,9,0,0,0,0
702500,703500,0,3,0,14,19,0,0,0,0
703000,704000,0,4,0,17,14,0,0,0,0
703500,704500,1,13,0,12,13,0,0,0,0
704000,705000,1,22,0,10,30,0,0,0,0
704500,705500,1,19,1,12,37,0,0,0,1
705000,706000,1,7,2,9,24,0,0,0,1
705500,706500,0,3,1,1,9,0,0,0,0
706000,707000,0,6,1,4,8,0,0,0,0
706500,707500,2,5,1,8,7,0,0,0,2
707000,708000,3,2,0,8,9,0,0,0,2
707500,708500,2,0,0,5,10,0,0,0,1
708000,709000,3,5,1,3,4,0,0,0,3
708500,709500,4,7,1,6,1,0,0,0,4
709000,710000,6,4,0,4,1,0,0,0,6
709500,710500,6,3,0,0,2,0,0,0,6
710000,711000,3,2,0,1,1,0,0,0,3
710500,711500,6,9,15,6,16,0,0,0,6
711000,712000,9,24,26,6,29,0,0,0,9
711500,712500,6,17,14,3,16,0,0,0,6
712000,713000,9,5,7,4,7,0,0,0,9
712500,713500,10,8,8,7,9,0,0,0,10
713000,714000,5,10,26,9,27,0,0,0,5
713500,714500,6,14,29,12,29,0,0,0,6
714000,715000,6,11,12,11,10,0,0,0,6
714500,715500,4,3,6,3,8,0,0,0,4
715000,716000,6,3,5,4,11,0,0,0,6
715500,716500,10,9,10,11,17,0,0,0,10
716000,717000,6,7,7,9,13,0,0,0,6
716500,717500,1,3,4,3,3,0,0,0,1
717000,718000,3,5,11,5,6,0,0,0,3
717500,718500,5,10,16,5,6,0,0,0,5
718000,719000,8,25,25,13,2,0,0,0,8
718500,719500,29,42,41,12,18,0,0,0,29
719000,720000,24,24,24,0,17,0,0,0,24
719500,720500,24,24,24,2,17,0,0,0,24
720000,721000,10,12,6,20,11,0,0,0,10
720500,721500,22,22,15,22,20,0,0,0,22
721000,722000,13,14,13,8,10,0,0,0,13
721500,722500,3,5,5,5,1,0,0,0,3
722000,723000,7,2,3,4,1,0,0,0,7
722500,723500,5,4,4,7,4,0,0,0,5
723000,724000,0,6,3,5,6,0,0,0,0
723500,724500,0,4,1,2,4,1,1,1,0
724000,725000,0,1,0,1,1,1,1,1,0
724500,725500,1,3,4,3,3,0,0,0,1
725000,726000,1,3,5,3,3,0,0,0,1
725500,726500,0,2,7,6,6,0,0,0,0
726000,727000,2,7,8,12,11,0,0,0,2
726500,727500,2,7,2,7,7,0,0,0,2
727000,728000,1,8,4,4,6,0,0,0,1
727500,728500,1,13,11,11,11,0,0,0,1
728000,729000,1,9,9,10,10,0,0,0,1
728500,729500,2,4,2,8,3,0,0,0,2
729000,730000,6,7,5,10,5,0,0,0,6
729500,730500,12,8,10,8,11,0,0,0,12
730000,731000,9,6,6,5,7,0,0,0,9
730500,731500,3,8,5,2,4,0,0,0,3
731000,732000,4,9,7,4,6,0,0,0,4
731500,732500,9,6,10,5,6,0,0,0,9
732000,733000,10,4,11,4,4,0,0,0,10
732500,733500,8,7,8,5,3,0,0,0,8
733000,734000,7,8,7,6,4,0,0,0,7
733500,734500,12,10,12,11,10,0,0,0,12
734000,735000,10,10,18,11,11,0,0,0,10
734500,735500,2,3,10,3,3,0,0,0,2
735000,736000,4,5,5,2,4,0,0,0,4
735500,736500,3,7,5,2,4,0,0,0,3
736000,737000,2,2,2,2,1,0,0,0,2
736500,737500,7,2,2,6,4,0,0,0,7
737000,738000,10,4,2,8,7,0,0,0,10
737500,738500,7,2,1,5,5,0,0,0,7
738000,739000,10,3,4,3,5,0,0,0,10
738500,739500,11,3,6,5,5,0,0,0,11
739000,740000,3,0,2,4,2,0,0,0,3
739500,740500,3,4,3,4,2,0,0,0,3
740000,741000,6,12,6,8,5,0,0,0,6
740500,741500,8,12,8,10,20,0,0,0,8
741000,742000,10,4,10,9,18,0,0,0,10
741500,742500,8,1,7,8,6,0,0,0,8
742000,743000,6,4,7,10,9,0,0,0,6
742500,743500,4,8,10,9,8,0,0,0,4
743000,744000,5,10,8,7,7,0,0,0,5
743500,744500,10,21,6,32,31,0,0,0,10
744000,745000,6,16,4,28,27,0,0,0,6
744500,745500,1,2,4,2,3,0,0,0,1
745000,746000,4,5,6,3,3,0,0,0,4
745500,746500,5,9,5,5,16,0,0,0,5
746000,747000,5,10,4,7,18,0,0,0,5
746500,747500,4,7,5,8,5,0,0,0,4
747000,748000,3,4,5,7,6,0,0,0,3
747500,748500,22,19,19,20,19,0,0,0,22
748000,749000,30,27,28,28,26,0,0,0,30
748500,749500,17,16,19,18,17,0,0,0,17
749000,750000,10,13,12,12,15,0,0,0,10
749500,750500,6,10,9,9,13,0,0,0,6
750000,751000,12,8,12,12,12,0,0,0,12
750500,751500,11,7,12,11,8,0,0,0,11
751000,752000,4,7,8,6,4,0,0,0,4
751500,752500,7,9,8,5,7,0,0,0,7
752000,753000,7,11,7,7,7,0,0,0,7
752500,753500,4,11,3,9,4,0,0,0,4
753000,754000,7,10,5,9,5,0,0,0,7
753500,754500,7,9,6,7,6,0,0,0,7
754000,755000,3,8,3,4,3,0,0,0,3
754500,755500,4,14,4,4,4,0,0,0,4
755000,756000,14,16,5,5,5,0,0,0,14
755500,756500,18,10,27,27,27,0,0,0,18
756000,757000,41,4,25,26,26,0,0,0,41
756500,757500,32,0,3,3,2,0,0,0,32
757000,758000,0,0,5,6,5,0,0,0,0
757500,758500,2,4,5,7,8,0,0,0,2
758000,759000,3,5,4,4,5,0,0,0,3
758500,759500,4,3,1,3,2,0,0,0,4
759000,760000,4,6,1,6,6,0,0,0,4
759500,760500,10,8,3,7,8,0,0,0,10
760000,761000,11,9,5,10,7,0,0,0,11
760500,761500,11,8,6,15,8,0,0,0,11
761000,762000,13,6,7,12,7,0,0,0,13
761500,762500,6,5,4,5,3,0,0,0,6
762000,763000,3,12,7,4,6,0,0,0,3
762500,763500,3,22,19,9,12,0,0,0,3
763000,764000,2,21,17,6,8,0,0,0,2
763500,764500,0,10,6,0,2,0,0,0,0
764000,765000,0,10,6,0,2,0,0,0,0
764500,765500,0,10,6,0,2,0,0,0,0
765000,766000,0,10,6,0,2,0,0,0,0
765500,766500,0,10,6,0,2,0,0,0,0
766000,767000,0,10,6,0,2,0,0,0,0
766500,767500,1,11,7,1,3,0,0,0,1
767000,768000,5,7,3,4,4,0,0,0,5
767500,768500,6,8,5,5,6,0,0,0,6
768000,769000,7,44,5,4,22,0,0,0,7
768500,769500,20,69,9,7,36,0,0,0,20
769000,770000,17,31,11,17,29,0,0,0,17
769500,770500,3,4,4,15,15,1,1,1,3
770000,771000,4,2,0,3,6,1,1,1,4
770500,771500,9,4,2,5,7,0,0,0,9
771000,772000,8,4,5,6,5,0,0,0,8
771500,772500,2,2,4,2,2,0,0,0,2
772000,773000,3,3,2,5,3,0,0,0,3
772500,773500,4,7,5,9,8,0,0,0,4
773000,774000,5,10,9,13,10,0,0,0,5
773500,774500,8,12,10,14,13,0,0,0,8
774000,775000,12,12,11,15,17,0,0,0,12
774500,775500,17,12,13,16,21,0,0,0,17
775000,776000,9,11,15,7,18,0,0,0,9
775500,776500,1,8,14,5,10,0,0,0,1
776000,777000,11,11,19,20,15,0,0,0,11
776500,777500,20,13,16,20,16,0,1,0,20
777000,778000,12,6,4,6,7,0,1,0,12
777500,778500,2,1,1,1,1,0,0,0,2
778000,779000,2,1,1,1,1,0,0,0,2
778500,779500,2,1,1,1,1,0,0,0,2
779000,780000,2,1,1,1,1,0,0,0,2
779500,780500,2,1,1,1,1,0,0,0,2
780000,781000,2,1,1,1,1,0,0,0,2
780500,781500,2,1,1,1,1,0,0,0,2
781000,782000,2,1,1,1,1,0,0,0,2
781500,782500,2,1,1,1,1,0,0,0,2
782000,783000,2,1,1,1,1,0,0,0,2
782500,783500,2,1,1,1,1,0,0,0,2
783000,784000,2,1,1,1,1,0,0,0,2
783500,784500,2,1,1,1,1,0,0,0,2
784000,785000,2,1,1,1,1,0,0,0,2
784500,785500,7,6,7,4,6,0,0,0,7
785000,786000,14,20,22,21,11,0,0,0,14
785500,786500,27,30,31,34,27,0,0,0,27
786000,787000,23,25,19,26,28,0,0,0,23
786500,787500,12,13,7,13,11,0,0,0,12
787000,788000,7,3,3,3,4,0,0,0,7
787500,788500,13,5,9,8,6,0,0,0,13
788000,789000,16,10,16,15,10,0,0,0,16
788500,789500,17,13,18,16,19,0,0,0,17
789000,790000,27,18,23,24,26,0,0,0,27
789500,790500,24,19,20,28,28,0,0,0,24
790000,791000,5,12,11,12,19,0,0,0,5
790500,791500,8,19,12,8,13,0,0,0,8
791000,792000,9,15,6,7,8,0,0,0,9
791500,792500,3,4,3,12,10,0,0,0,3
792000,793000,4,11,8,17,14,0,0,0,4
792500,793500,3,11,9,9,7,0,0,0,3
793000,794000,7,6,7,13,8,0,0,0,7
793500,794500,8,4,5,12,7,0,0,0,8
794000,795000,4,3,4,3,5,0,0,0,4
794500,795500,2,3,3,1,7,0,0,0,2
795000,796000,7,10,10,9,13,0,0,0,7
795500,796500,7,9,9,8,10,0,0,0,7
796000,797000,9,12,12,13,14,0,0,0,9
796500,797500,5,7,12,15,11,0,0,0,5
797000,798000,4,7,28,12,9,0,0,0,4
797500,798500,5,6,20,7,6,0,0,0,5
798000,799000,5,4,2,5,4,0,0,0,5
798500,799500,2,1,2,1,0,0,0,0,2
799000,800000,2,1,1,1,1,0,0,0,2
799500,800500,3,2,4,1,1,0,0,0,3
800000,801000,4,2,6,6,4,0,0,0,4
800500,801500,9,11,8,18,15,0,0,0,9
801000,802000,11,20,10,24,27,0,0,0,11
801500,802500,12,18,14,19,33,0,0,0,12
802000,803000,23,19,26,25,31,0,0,0,23
802500,803500,17,14,18,19,21,0,0,0,17
803000,804000,7,9,5,7,8,0,0,0,7
803500,804500,7,7,4,5,2,0,0,0,7
804000,805000,5,2,2,2,2,0,0,0,5
804500,805500,8,12,11,7,6,0,0,0,8
805000,806000,6,23,21,18,16,0,0,0,6
805500,806500,4,24,25,25,27,0,0,0,4
806000,807000,6,16,18,19,20,0,0,0,6
806500,807500,7,5,5,8,8,0,0,0,7
807000,808000,6,5,6,6,9,0,0,0,6
807500,808500,8,8,10,9,8,0,0,0,8
808000,809000,11,7,8,6,4,0,0,0,11
808500,809500,10,5,7,4,4,0,0,0,10
809000,810000,10,3,10,8,8,0,0,0,10
809500,810500,10,6,13,11,11,0,0,0,10
810000,811000,6,13,13,8,8,0,0,0,6
810500,811500,5,13,9,5,6,0,0,0,5
811000,812000,5,5,5,3,4,0,0,0,5
811500,812500,6,3,4,6,3,0,0,0,6
812000,813000,7,4,4,8,4,0,0,0,7
812500,813500,4,2,4,3,3,0,0,0,4
813000,814000,8,8,7,8,7,0,0,0,8
813500,814500,14,13,9,12,13,0,0,0,14
814000,815000,10,10,7,7,10,0,0,0,10
814500,815500,3,5,5,3,4,0,0,0,3
815000,816000,2,5,5,1,7,0,0,0,2
815500,816500,6,6,9,6,13,0,0,0,6
816000,817000,7,3,8,6,10,0,0,0,7
816500,817500,4,2,4,1,6,0,0,0,4
817000,818000,6,1,5,3,14,0,0,0,6
817500,818500,7,2,6,5,14,0,0,0,7
818000,819000,3,2,3,3,4,0,0,0,3
818500,819500,3,2,3,3,4,0,0,0,3
819000,820000,3,2,3,3,4,0,0,0,3
819500,820500,3,2,3,3,4,0,0,0,3
820000,821000,4,13,13,3,14,0,0,0,4
820500,821500,2,16,16,2,15,0,0,0,2
821000,822000,1,9,10,2,8,0,0,0,1
821500,822500,3,4,5,0,8,0,0,0,3
822000,823000,6,3,4,4,8,0,0,0,6
822500,823500,6,5,5,7,5,0,0,0,6
823000,824000,5,5,4,9,5,0,0,0,5
823500,824500,4,3,4,6,7,0,0,0,4
824000,825000,2,1,2,2,5,0,0,0,2
824500,825500,3,5,4,4,4,0,0,0,3
825000,826000,8,6,9,4,5,0,0,0,8
825500,826500,6,3,5,2,2,0,0,0,6
826000,827000,1,3,2,1,2,0,0,0,1
826500,827500,1,2,3,1,2,0,0,0,1
827000,828000,2,2,2,2,2,0,0,0,2
827500,828500,5,5,5,5,6,0,0,0,5
828000,829000,3,3,6,7,6,0,0,0,3
828500,829500,0,0,2,4,2,0,0,0,0
829000,830000,1,2,1,1,1,0,0,0,1
829500,830500,1,3,2,2,2,0,0,0,1
830000,831000,1,1,1,1,1,0,0,0,1
830500,831500,1,2,2,3,2,0,0,0,1
831000,832000,0,3,2,3,2,0,0,0,0
831500,832500,0,1,1,1,1,0,0,0,0
832000,833000,1,1,4,3,3,0,0,0,1
832500,833500,3,4,8,6,7,0,0,0,3
833000,834000,4,5,6,6,5,0,0,0,4
833500,834500,4,5,4,4,2,0,0,0,4
834000,835000,3,7,3,2,2,0,0,0,3
834500,835500,3,12,7,5,6,0,0,0,3
835000,836000,4,36,38,22,27,0,0,0,4
835500,836500,11,34,34,19,28,0,0,0,11
836000,837000,16,13,4,7,10,0,0,0,16
836500,837500,12,7,14,7,3,0,0,0,12
837000,838000,8,2,28,11,11,0,0,0,8
837500,838500,6,19,32,24,21,0,0,0,6
838000,839000,3,29,22,17,14,0,0,0,3
838500,839500,4,24,8,2,6,0,0,0,4
839000,840000,9,23,5,2,4,0,0,0,10
839500,840500,8,19,6,4,6,0,0,0,9
840000,841000,3,31,9,2,11,0,0,0,3
840500,841500,0,35,5,9,8,0,0,0,0
841000,842000,0,19,7,19,5,0,0,0,0
841500,842500,0,8,10,12,7,0,0,0,0
842000,843000,0,4,10,8,5,0,0,0,0
842500,843500,0,6,10,8,5,0,0,0,0
843000,844000,12,18,12,15,15,0,0,0,12
843500,844500,13,16,12,17,14,0,0,0,13
844000,845000,3,5,6,7,5,0,0,0,3
844500,845500,3,7,3,4,4,0,0,0,4
845000,846000,3,7,5,3,2,0,0,0,4
845500,846500,3,6,8,5,1,0,0,0,3
846000,847000,3,6,8,9,1,0,0,0,3
846500,847500,2,5,6,6,2,0,0,0,2
847000,848000,3,5,7,3,4,0,0,0,3
847500,848500,3,6,11,7,6,0,0,0,3
848000,849000,2,6,11,8,7,0,0,0,2
848500,849500,5,7,12,5,5,0,0,0,5
849000,850000,5,9,8,7,7,0,0,0,5
849500,850500,5,13,5,31,31,0,0,0,5
850000,851000,4,11,7,27,27,0,0,0,4
850500,851500,3,6,6,3,4,0,0,0,3
851000,852000,8,5,7,5,7,0,0,0,8
851500,852500,7,6,9,5,6,0,0,0,7
852000,853000,2,4,6,4,3,0,0,0,2
852500,853500,5,7,8,8,7,0,0,0,5
853000,854000,8,10,10,10,10,0,0,0,8
853500,854500,4,4,4,5,7,0,0,0,4
854000,855000,2,2,6,4,6,0,0,0,2
854500,855500,9,6,11,7,6,0,0,0,9
855000,856000,8,5,6,4,4,0,0,0,8
855500,856500,5,2,5,5,8,0,0,0,5
856000,857000,5,1,5,4,7,0,0,0,5
856500,857500,1,1,1,0,1,0,0,0,1
857000,858000,1,2,1,1,2,0,0,0,1
857500,858500,2,2,2,2,3,0,0,0,2
858000,859000,2,2,4,3,3,0,0,0,2
858500,859500,2,1,4,3,3,0,0,0,2
859000,860000,7,5,4,5,6,0,0,0,7
859500,860500,8,6,5,5,8,0,0,0,8
860000,861000,4,3,4,4,5,0,0,0,4
860500,861500,5,5,7,5,5,0,0,0,5
