fromPos,toPos,AggregateDist,03-2454_S25_L001,03-2525_S26_L001,03-2592_S27_L001,06-283016_S28_L001,06-284001_S29_L001,06-286011_S30_L001,06-2909_S23_L001,06-2950_S32_L001,06-299002_S31_L001,06-310013_S24_L001,31315_S10_L001,31316_S11_L001,31642_S12_L001,A_S9_L001,B_S10_L001,C_S11_L001,D_S12_L001,E_S13_L001,F_S14_L001,G_S15_L001,H_S16_L001,I_S17_L001,J_S18_L001,K_S19_L001,L_S20_L001,M_S21_L001,N_S22_L001,TG77198_S1_L001,TG77202_S2_L001,TG77206_S3_L001,TG77210_S16_L001,TG77214_S5_L001,TG77218_S6_L001,TG77222_S7_L001,TG77226_S8_L001
860000,865000,86,30,29,31,29,30,30,12,31,30,33,29,29,29,0,0,0,0,34,34,0,30,29,0,0,32,0,32,35,0,0,0,0,0,0,30
862500,867500,149,31,31,81,72,71,71,34,81,31,73,31,31,31,0,0,0,0,71,71,0,31,31,0,0,25,0,25,37,0,0,0,0,0,0,31
865000,870000,232,81,82,166,95,118,118,55,166,81,126,82,82,82,0,0,0,0,133,133,0,81,82,0,0,80,0,80,93,0,0,0,0,0,0,81
867500,872500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870000,875000,179,90,94,124,65,86,86,57,124,90,97,94,94,94,0,0,0,0,104,104,0,90,94,0,0,112,0,112,98,0,0,0,0,0,0,90
872500,877500,138,42,46,49,59,55,55,47,49,42,74,46,46,46,0,0,0,0,51,51,0,42,46,0,0,87,0,87,46,0,0,0,0,0,0,42
875000,880000,91,20,21,22,32,36,36,18,22,20,43,18,18,18,0,0,0,0,23,23,0,20,18,0,0,44,0,44,20,0,0,0,0,0,0,20
877500,882500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880000,885000,65,5,27,20,22,24,24,33,20,5,21,24,24,24,0,0,0,0,33,33,0,5,24,0,0,11,0,11,20,0,0,0,0,0,0,5
882500,887500,149,10,77,55,59,52,52,59,55,10,80,77,77,77,0,0,0,0,86,86,0,10,77,0,0,30,0,30,53,0,0,0,0,0,0,10
885000,890000,175,37,77,54,64,54,55,47,54,37,80,78,78,78,0,0,0,0,87,87,0,37,77,0,0,56,0,56,56,0,0,0,0,0,0,37
887500,892500,146,58,56,35,39,38,39,49,35,58,55,57,57,57,0,0,0,0,68,68,0,58,56,0,0,71,0,71,40,0,0,0,0,0,0,58
890000,895000,137,40,52,44,47,46,46,41,44,40,66,51,51,51,0,0,0,0,63,63,0,40,51,0,0,77,0,77,46,0,0,0,0,0,0,40
892500,897500,116,25,34,46,51,46,46,28,46,24,49,32,32,32,0,0,0,0,47,47,0,24,32,0,0,69,0,69,46,0,0,0,0,0,0,25
895000,900000,66,17,20,31,25,23,23,20,31,16,30,19,19,19,0,0,0,0,26,26,0,16,19,0,0,36,0,36,30,0,0,0,0,0,0,17
897500,902500,49,13,12,23,13,13,13,11,23,13,21,12,12,12,1,1,1,1,20,20,1,13,12,1,1,15,1,15,20,1,1,1,1,1,1,13
900000,905000,55,18,25,20,14,19,19,18,20,18,21,25,25,25,1,1,1,1,24,24,1,18,25,1,1,14,1,14,18,1,1,1,1,1,1,18
902500,907500,61,19,33,24,13,23,23,18,24,19,24,33,33,33,0,0,0,0,20,20,0,19,34,0,0,14,0,14,24,0,0,0,0,0,0,19
905000,910000,53,15,24,25,10,23,23,11,26,15,18,24,24,24,0,0,0,0,17,17,0,15,25,0,0,16,0,16,23,0,0,0,0,0,0,15
907500,912500,67,17,24,26,18,26,26,17,27,17,27,24,24,24,0,0,0,0,30,30,0,17,24,0,0,25,0,25,20,0,0,0,0,0,0,17
910000,915000,80,26,24,27,20,27,27,25,27,26,31,24,24,24,0,0,0,0,35,35,0,26,24,0,0,31,0,31,23,0,0,0,0,0,0,26
912500,917500,53,25,23,22,17,27,27,24,22,25,19,23,23,23,0,0,0,0,27,27,0,25,23,0,0,29,0,29,24,0,0,0,0,0,0,25
915000,920000,53,22,20,24,18,21,21,24,24,22,16,20,20,20,0,0,0,0,24,24,0,22,20,0,0,20,0,20,24,0,0,0,0,0,0,22
917500,922500,50,18,15,18,18,15,15,20,18,18,16,15,15,15,0,0,0,0,21,21,0,18,15,0,0,17,0,17,16,0,0,0,0,0,0,18
920000,925000,34,10,12,10,14,15,15,12,10,10,13,12,12,12,0,0,0,0,16,16,0,10,12,0,0,18,0,18,10,0,0,0,0,0,0,10
922500,927500,48,11,12,20,14,15,15,13,20,11,13,12,12,12,0,0,0,0,16,16,0,11,12,0,0,20,0,20,17,0,0,0,0,0,0,11
925000,930000,56,12,19,28,21,15,15,12,28,11,21,19,19,19,0,0,0,0,22,22,0,11,19,0,0,22,0,22,24,0,0,0,0,0,0,11
927500,932500,55,17,25,22,21,17,17,10,22,16,23,24,24,24,0,0,0,0,27,27,0,16,24,0,0,23,0,23,22,0,0,0,0,0,0,16
930000,935000,44,15,20,14,16,15,15,10,14,15,17,19,19,19,0,0,0,0,21,21,0,16,19,0,0,17,0,17,14,0,0,0,0,0,0,16
932500,937500,45,12,11,14,16,16,16,9,14,12,17,18,18,18,0,0,0,0,13,13,0,13,17,0,0,15,0,15,12,0,0,0,0,0,0,13
935000,940000,78,25,15,36,35,35,35,29,36,25,35,38,38,38,0,0,0,0,34,34,0,25,37,0,0,25,0,25,35,0,0,0,0,0,0,25
937500,942500,71,25,14,35,38,25,25,31,35,25,37,36,36,36,0,0,0,0,37,37,0,25,36,0,0,21,0,21,33,0,0,0,0,0,0,25
940000,945000,83,25,19,29,47,16,16,25,29,25,38,35,35,35,0,0,0,0,25,25,0,25,35,0,0,22,0,22,34,0,0,0,0,0,0,26
942500,947500,116,28,30,41,65,32,32,30,41,28,45,41,41,41,0,0,0,0,40,40,0,28,41,0,0,35,0,35,48,0,0,0,0,0,0,29
945000,950000,87,23,29,33,42,29,29,23,33,23,31,28,28,28,0,0,0,0,30,30,0,23,28,0,0,31,0,31,34,0,0,0,0,0,0,24
947500,952500,64,21,19,21,17,20,20,18,21,21,24,23,23,23,0,0,0,0,12,12,0,22,23,0,0,18,0,18,22,0,0,0,0,0,0,23
950000,955000,56,12,17,13,18,18,18,16,13,12,22,22,22,22,0,0,0,0,19,19,0,13,22,0,0,14,0,14,14,0,0,0,0,0,0,13
952500,957500,45,9,19,18,27,15,14,22,18,9,18,18,18,18,0,0,0,0,19,19,0,9,18,0,0,13,0,13,19,0,0,0,0,0,0,9
955000,960000,55,25,21,23,33,23,22,24,23,25,19,23,23,23,0,0,0,0,23,23,0,25,23,0,0,24,1,24,25,0,0,0,0,0,0,25
957500,962500,81,39,25,25,37,27,27,30,25,39,31,34,34,34,0,0,0,0,33,33,0,39,34,0,0,35,1,35,32,0,0,0,0,0,0,39
960000,965000,103,38,33,30,36,26,26,28,30,38,41,40,40,40,0,0,0,0,46,46,0,38,40,0,0,24,0,24,39,0,0,0,0,0,0,38
962500,967500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965000,970000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967500,972500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970000,975000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972500,977500,77,21,30,26,19,22,22,13,26,21,25,25,25,25,0,0,0,0,37,37,0,21,25,0,0,12,0,12,27,0,0,0,0,0,0,21
975000,980000,54,19,13,13,14,19,19,17,13,19,12,12,12,12,0,0,0,0,23,23,0,19,12,0,0,21,0,21,12,0,0,0,0,0,0,19
977500,982500,70,34,17,9,29,29,29,27,9,34,14,14,14,14,0,0,0,0,31,31,0,34,14,0,0,30,0,30,8,0,0,0,0,0,0,34
980000,985000,66,30,15,9,32,24,24,23,9,30,10,10,10,10,0,0,0,0,24,24,0,30,10,0,0,23,0,23,9,0,0,0,0,0,0,30
982500,987500,87,23,24,35,27,30,30,25,35,23,16,26,26,26,0,0,0,0,29,29,0,23,26,0,0,17,0,17,16,0,0,0,0,0,0,24
985000,990000,119,33,47,50,32,50,50,41,50,33,30,48,48,48,0,0,0,0,39,39,0,33,48,0,0,29,0,29,28,0,0,0,0,0,0,34
987500,992500,85,28,33,30,29,36,36,36,30,28,24,36,36,36,0,0,0,0,27,27,0,28,34,0,0,30,0,30,25,0,0,0,0,0,0,28
990000,995000,49,16,20,22,15,19,19,20,22,16,17,20,20,20,0,0,0,0,19,19,0,16,18,0,0,19,0,19,15,0,0,0,0,0,0,17
992500,997500,38,13,16,12,9,22,22,12,12,13,15,13,13,13,0,0,0,0,12,12,0,13,13,0,0,14,0,14,11,0,0,0,0,0,0,14
995000,1000000,33,12,9,11,9,15,15,7,11,12,9,8,8,8,0,0,0,0,8,8,0,12,8,0,0,8,0,8,8,0,0,0,0,0,0,12
997500,1002500,41,13,10,12,7,14,14,7,12,13,14,11,11,11,0,0,0,0,19,19,0,13,11,0,0,6,0,6,13,0,0,0,0,0,0,13
1000000,1005000,40,11,9,9,4,18,18,5,9,11,14,9,9,9,0,0,0,0,21,21,0,11,9,0,0,5,0,5,17,0,0,0,0,0,0,11
1002500,1007500,71,26,27,35,26,29,29,23,35,26,29,27,27,27,1,0,1,0,32,32,0,27,27,0,0,24,0,24,36,0,0,0,0,0,0,26
1005000,1010000,100,37,37,54,29,43,43,35,54,37,40,38,38,38,1,0,1,0,40,40,0,38,39,0,0,38,0,38,47,0,0,0,0,0,0,37
1007500,1012500,92,26,28,35,14,31,31,20,35,26,28,28,28,28,0,0,0,0,33,33,0,26,29,0,0,27,0,27,35,0,0,0,0,0,0,26
1010000,1015000,78,14,21,20,20,18,18,15,20,14,24,21,21,21,0,0,0,0,32,32,0,14,21,0,0,23,0,23,25,0,0,0,0,0,0,14
1012500,1017500,109,13,42,46,53,44,44,24,46,13,46,42,42,42,0,0,0,0,57,57,0,13,42,0,0,57,0,57,43,0,0,0,0,0,0,13
1015000,1020000,90,14,42,48,43,42,42,21,48,14,42,42,42,42,0,0,0,0,51,51,0,14,42,0,0,53,0,53,39,0,0,0,0,0,0,14
1017500,1022500,46,15,17,26,14,14,14,13,26,15,14,18,18,18,0,0,0,0,24,24,0,16,18,0,0,25,0,25,16,0,0,0,0,0,0,16
1020000,1025000,79,28,25,29,32,28,28,26,29,28,25,27,27,27,0,0,0,0,27,27,0,29,27,0,0,27,0,27,31,0,0,0,0,0,0,30
1022500,1027500,92,31,39,30,40,45,45,33,30,31,30,40,40,40,0,0,0,0,31,31,0,31,41,0,0,29,0,29,47,0,0,0,0,0,0,32
1025000,1030000,81,27,36,32,29,37,37,28,32,27,19,36,36,36,0,0,0,0,35,35,0,27,37,0,0,32,0,32,41,0,0,0,0,0,0,27
1027500,1032500,71,27,25,30,20,26,26,27,30,27,11,25,25,25,0,0,0,0,31,31,0,27,25,0,0,32,0,32,31,0,0,0,0,0,0,27
1030000,1035000,46,15,16,16,13,17,17,14,16,15,7,16,16,16,0,0,0,0,18,18,0,15,16,0,0,20,0,20,19,0,0,0,0,0,0,15
1032500,1037500,32,5,9,11,3,10,10,9,11,5,11,9,9,9,0,0,0,0,11,11,0,5,9,0,0,11,0,11,3,0,0,0,0,0,0,5
1035000,1040000,56,11,19,22,10,14,15,18,24,11,21,19,19,19,0,0,0,0,16,16,0,11,19,0,0,18,0,18,6,0,0,0,0,0,0,11
1037500,1042500,91,29,36,36,29,30,31,40,38,29,34,33,33,33,0,0,0,0,33,33,0,29,33,0,0,37,0,37,32,0,0,0,0,0,0,29
1040000,1045000,71,22,25,26,22,27,27,32,26,22,26,26,26,26,0,0,0,0,29,29,0,22,26,0,0,30,0,30,33,0,0,0,0,0,0,22
1042500,1047500,33,5,6,12,6,13,13,7,12,6,12,10,10,10,0,0,0,0,11,11,0,5,10,0,0,8,0,8,14,0,0,0,0,0,0,5
1045000,1050000,51,14,17,21,18,23,23,14,21,15,19,17,17,17,0,0,0,0,21,21,0,14,17,0,0,20,0,20,21,0,0,0,0,0,0,14
1047500,1052500,78,22,31,20,30,40,40,144,20,22,26,28,28,28,0,0,0,0,37,37,0,22,28,0,0,29,0,29,29,0,0,0,0,0,0,22
1050000,1055000,73,24,31,23,27,39,39,172,23,24,29,28,28,28,0,0,0,0,35,35,0,24,29,0,0,28,0,28,29,0,0,0,0,0,0,24
1052500,1057500,69,23,29,28,28,32,32,195,28,23,26,29,29,29,0,0,0,0,23,23,0,23,30,0,0,20,0,20,30,0,0,0,0,0,0,23
1055000,1060000,80,24,35,25,30,29,29,174,25,24,20,28,28,28,0,0,0,0,24,24,0,24,28,0,0,21,0,21,28,0,0,0,0,0,0,24
1057500,1062500,81,32,36,20,27,26,26,31,20,32,30,27,27,27,0,0,0,0,30,30,0,32,27,0,0,32,0,32,32,0,0,0,0,0,0,32
1060000,1065000,108,40,41,34,23,25,25,43,34,41,51,39,39,39,0,0,0,0,59,59,0,40,39,0,0,53,0,53,59,0,0,0,0,0,0,40
1062500,1067500,86,27,29,34,11,15,15,33,34,28,36,30,30,30,0,0,0,0,47,47,0,27,30,0,0,41,0,41,43,0,0,0,0,0,0,27
1065000,1070000,55,16,25,9,29,25,25,19,9,16,9,26,26,26,0,0,0,0,21,21,0,16,27,0,0,22,0,22,30,0,0,0,0,0,0,16
1067500,1072500,103,49,24,4,41,36,35,68,4,49,8,25,25,25,0,0,0,0,69,69,0,49,26,0,0,19,0,19,60,0,0,0,0,0,0,49
1070000,1075000,105,55,14,5,31,33,32,74,5,55,47,15,15,15,0,0,0,0,68,68,0,55,15,0,0,16,0,16,39,0,0,0,0,0,0,55
1072500,1077500,78,35,14,1,37,38,38,36,1,35,65,13,13,13,0,0,0,0,31,31,0,35,13,0,0,27,0,27,13,0,0,0,0,0,0,35
1075000,1080000,109,60,15,32,27,30,30,41,32,60,30,14,14,14,0,0,0,0,27,27,0,60,14,0,0,26,0,26,42,0,0,0,0,0,0,60
1077500,1082500,104,45,17,54,17,17,17,37,54,45,25,17,17,17,0,0,0,0,29,29,0,45,17,0,0,30,0,30,49,0,0,0,0,0,0,45
1080000,1085000,129,21,79,37,29,23,23,29,37,21,39,79,79,79,0,0,0,0,58,58,0,21,79,0,0,38,0,38,36,0,0,0,0,0,0,21
1082500,1087500,143,24,106,29,29,22,22,23,29,24,33,105,105,105,0,0,0,0,69,69,0,24,105,0,0,26,0,26,31,0,0,0,0,0,0,25
1085000,1090000,90,25,47,25,19,22,22,23,25,24,28,46,46,46,0,0,0,0,48,48,0,24,46,0,0,16,0,16,29,0,0,0,0,0,0,25
1087500,1092500,60,22,18,23,14,19,19,20,23,21,20,18,18,18,0,0,0,0,21,21,0,21,18,0,0,12,0,12,23,0,0,0,0,0,0,21
1090000,1095000,24,4,6,12,5,5,5,3,12,4,3,6,6,6,0,0,0,0,5,5,0,4,6,0,0,3,0,3,6,0,0,0,0,0,0,4
1092500,1097500,13,4,2,4,2,1,1,5,4,4,7,2,2,2,0,0,0,0,7,7,0,5,2,0,0,2,0,2,3,0,0,0,0,0,0,4
1095000,1100000,86,22,9,51,13,13,13,24,51,22,22,8,8,8,0,0,0,0,31,31,0,23,8,0,0,14,0,14,19,0,0,0,0,0,0,22
1097500,1102500,113,28,22,66,20,16,16,32,66,28,31,21,21,21,0,0,0,0,41,41,0,28,21,0,0,26,0,26,30,0,0,0,0,0,0,28
1100000,1105000,67,21,27,33,24,18,18,26,33,21,37,26,26,26,1,1,1,1,29,29,1,21,26,1,1,32,1,32,25,1,1,1,1,1,1,21
1102500,1107500,100,26,66,20,34,17,17,29,20,26,27,65,65,65,1,1,1,1,31,31,1,26,65,1,1,35,1,35,14,1,1,1,1,1,1,26
1105000,1110000,137,42,71,33,41,10,10,21,33,42,32,71,71,71,0,0,0,0,32,32,0,43,71,0,0,38,0,38,18,0,0,0,0,0,0,42
1107500,1112500,123,33,52,38,31,12,12,7,38,33,36,51,51,51,0,0,0,0,23,23,0,34,51,0,0,31,0,31,26,0,0,0,0,0,0,33
1110000,1115000,97,20,53,29,27,23,23,18,29,20,27,52,52,52,0,0,0,0,26,26,0,20,53,0,0,29,0,29,30,0,0,0,0,0,0,20
1112500,1117500,79,31,38,33,32,35,35,34,33,31,35,37,37,37,0,0,0,0,39,39,0,31,38,0,0,37,0,37,36,0,0,0,0,0,0,31
1115000,1120000,94,26,35,26,22,31,31,36,26,26,37,35,35,35,0,0,0,0,57,57,0,26,34,0,0,36,0,36,26,0,0,0,0,0,0,26
1117500,1122500,168,38,39,80,11,39,39,43,80,39,23,40,40,40,0,0,0,0,62,62,0,38,39,0,0,42,0,42,22,0,0,0,0,0,0,38
1120000,1125000,242,40,29,182,11,35,35,40,182,41,17,30,30,30,0,0,0,0,36,36,0,40,30,0,0,37,0,37,17,0,0,0,0,0,0,40
1122500,1127500,158,20,16,123,21,19,19,22,124,20,24,17,17,17,0,0,0,0,18,18,0,20,17,0,0,24,0,24,17,0,0,0,0,0,0,20
1125000,1130000,54,18,18,15,21,15,15,12,17,18,18,18,18,18,0,0,0,0,20,20,0,18,18,0,0,20,0,20,18,0,0,0,0,0,0,18
1127500,1132500,58,17,14,15,16,13,13,15,16,16,22,14,14,14,0,0,0,0,23,23,0,17,15,0,0,24,0,24,17,0,0,0,0,0,0,16
1130000,1135000,72,12,24,26,18,18,18,21,26,11,29,23,23,23,0,0,0,0,26,26,0,13,24,0,0,25,0,25,24,0,0,0,0,0,0,12
1132500,1137500,87,13,35,32,26,23,23,36,32,13,33,34,34,34,0,0,0,0,36,36,0,14,34,0,0,29,0,29,29,0,0,0,0,0,0,14
1135000,1140000,64,19,31,25,26,22,22,37,25,19,30,31,31,31,0,0,0,0,27,27,0,19,31,0,0,30,0,30,26,0,0,0,0,0,0,19
1137500,1142500,53,22,27,18,18,21,21,22,18,22,25,26,26,26,0,0,0,0,19,19,0,22,26,0,0,21,0,21,19,0,0,0,0,0,0,22
1140000,1145000,66,19,26,19,19,22,22,22,19,19,24,25,25,25,0,0,0,0,29,29,0,20,26,0,0,24,0,24,22,0,0,0,0,0,0,20
1142500,1147500,87,29,34,32,48,25,25,32,32,29,30,34,34,34,0,0,0,0,45,45,0,30,35,0,0,37,0,37,36,0,0,0,0,0,0,30
1145000,1150000,95,38,40,38,55,32,32,35,38,38,37,41,41,41,0,0,0,0,44,44,0,38,40,0,0,41,0,41,46,0,0,0,0,0,0,38
1147500,1152500,99,43,50,39,77,47,47,45,39,43,38,51,51,51,0,0,0,0,39,39,0,43,50,0,0,51,0,51,50,0,0,0,0,0,0,43
1150000,1155000,111,48,55,49,81,45,45,51,49,48,40,55,55,55,0,0,0,0,48,48,0,49,55,0,0,57,0,57,51,0,0,0,0,0,0,48
1152500,1157500,159,62,60,64,53,61,61,68,64,62,52,60,60,60,0,0,0,0,61,61,0,63,60,0,0,73,0,73,61,0,0,0,0,0,0,62
1155000,1160000,258,85,90,84,106,91,91,101,84,85,74,90,90,90,0,0,0,0,70,70,0,85,90,0,0,129,0,129,70,0,0,0,0,0,0,85
1157500,1162500,265,96,107,93,123,96,96,106,93,96,83,107,107,107,0,0,0,0,104,104,0,96,107,0,0,128,1,128,74,0,0,0,0,0,0,96
1160000,1165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162500,1167500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165000,1170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167500,1172500,217,95,90,100,73,68,68,81,100,95,67,90,90,90,0,0,0,0,107,107,0,95,90,0,0,68,1,68,81,0,0,0,0,0,0,95
1170000,1175000,178,55,55,89,46,36,36,46,89,55,45,55,55,55,0,0,0,0,59,59,0,55,55,0,0,36,0,36,66,0,0,0,0,0,0,55
1172500,1177500,115,26,35,44,39,31,31,30,44,26,37,35,35,35,0,0,0,0,44,44,0,26,35,0,0,30,0,30,47,0,0,0,0,0,0,26
1175000,1180000,70,27,29,17,33,27,27,26,17,27,30,29,29,29,0,0,0,0,37,37,0,27,29,0,0,26,0,26,32,0,0,0,0,0,0,27
1177500,1182500,104,32,27,28,39,43,43,36,28,32,35,28,28,28,0,0,0,0,40,40,0,32,28,0,0,44,0,44,41,0,0,0,0,0,0,32
1180000,1185000,130,33,23,27,33,63,63,34,27,33,31,25,25,25,0,0,0,0,38,38,0,33,25,0,0,43,0,43,44,0,0,0,0,0,0,33
1182500,1187500,120,24,21,27,36,72,72,28,27,23,36,22,22,22,0,0,0,0,36,36,0,23,22,0,0,38,0,38,42,0,0,0,0,0,0,23
1185000,1190000,100,16,28,31,46,53,53,28,31,15,44,27,27,27,1,1,1,1,38,38,1,15,27,1,1,39,0,39,54,1,1,1,1,1,1,15
1187500,1192500,120,24,56,40,45,32,32,39,40,24,46,56,56,56,1,1,1,1,60,60,1,24,56,1,1,26,0,26,64,1,1,1,1,1,1,24
1190000,1195000,208,69,97,101,108,57,56,78,101,69,66,98,98,98,0,0,0,0,119,119,0,69,98,0,0,73,0,73,95,0,0,0,0,0,0,69
1192500,1197500,245,83,108,117,121,80,79,79,117,83,52,109,109,109,0,0,0,0,118,118,0,83,109,0,0,88,0,88,110,0,0,0,0,0,0,83
1195000,1200000,122,33,53,44,40,40,40,30,44,33,15,54,54,54,0,0,0,0,44,44,0,33,54,0,0,29,0,29,52,0,0,0,0,0,0,33
1197500,1202500,112,28,38,67,31,66,66,39,67,28,38,38,38,38,0,0,0,0,47,47,0,28,38,0,0,36,0,36,66,0,0,0,0,0,0,28
1200000,1205000,152,38,45,78,47,80,80,47,78,38,47,45,45,45,0,0,0,0,67,67,0,39,45,0,0,49,0,49,87,0,0,0,0,0,0,38
1202500,1207500,93,17,19,32,39,23,23,22,32,17,21,19,19,19,0,0,0,0,44,44,0,18,19,0,0,29,0,29,41,0,0,0,0,0,0,18
1205000,1210000,66,10,17,29,30,13,13,17,29,10,16,17,17,17,0,0,0,0,30,30,0,10,17,0,0,22,0,22,29,0,0,0,0,0,0,11
1207500,1212500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210000,1215000,35,10,14,17,12,8,8,10,17,10,15,14,14,14,0,0,0,0,14,14,0,10,14,0,0,12,0,12,18,0,0,0,0,0,0,10
1212500,1217500,65,15,28,28,17,18,17,22,29,16,23,28,28,28,0,0,0,0,15,15,0,15,28,0,0,12,0,12,27,0,0,0,0,0,0,15
1215000,1220000,165,62,87,73,70,67,66,59,74,63,57,87,87,87,0,0,0,0,49,49,0,62,87,0,0,50,0,50,71,0,0,0,0,0,0,62
1217500,1222500,177,77,91,80,80,78,78,64,79,77,68,91,91,91,0,0,0,0,65,65,0,77,91,0,0,81,0,81,80,0,0,0,0,0,0,77
1220000,1225000,86,34,33,34,30,29,29,29,33,34,25,34,34,34,0,0,0,0,33,33,0,34,34,0,0,42,0,42,40,0,0,0,0,0,0,34
1222500,1227500,87,21,21,23,25,45,45,44,23,21,15,22,22,22,0,0,0,0,26,26,0,21,22,0,0,46,0,46,28,0,0,0,0,0,0,21
1225000,1230000,130,36,26,53,40,63,63,67,53,36,30,27,27,27,0,0,0,0,41,41,0,36,26,0,0,54,0,54,34,0,0,0,0,0,0,36
1227500,1232500,100,33,25,46,28,31,31,33,46,33,27,26,26,27,0,0,0,0,34,34,0,33,25,0,0,18,0,18,24,0,0,0,0,0,0,33
1230000,1235000,124,21,32,55,26,26,26,12,55,21,35,33,33,34,0,0,0,0,52,52,0,21,33,0,0,16,0,16,42,0,0,0,0,0,0,21
1232500,1237500,227,35,45,88,36,38,38,27,88,35,57,45,45,45,0,0,0,0,77,77,0,35,45,0,0,96,0,96,56,0,0,0,0,0,0,35
1235000,1240000,176,33,49,51,34,33,33,24,51,33,44,48,48,48,0,0,0,0,43,43,0,34,47,0,0,106,0,106,28,0,0,0,0,0,0,33
1237500,1242500,90,20,34,39,33,39,39,28,39,20,81,34,34,34,0,0,0,0,18,18,0,21,33,0,0,49,0,49,26,0,0,0,0,0,0,20
1240000,1245000,67,15,16,40,24,30,30,25,40,15,77,16,16,16,0,0,0,0,17,17,0,15,16,0,0,32,0,32,27,0,0,0,0,0,0,15
1242500,1247500,49,15,20,20,21,14,14,13,20,15,16,19,19,19,0,0,0,0,20,20,0,15,19,0,0,16,0,16,19,0,0,0,0,0,0,15
1245000,1250000,107,13,48,54,49,47,47,51,54,13,10,47,47,47,0,0,0,0,41,41,0,13,47,0,0,47,0,47,53,0,0,0,0,0,0,13
1247500,1252500,113,15,50,59,45,44,44,49,59,15,13,50,50,50,0,0,0,0,44,44,0,15,50,0,0,49,0,49,63,0,0,0,0,0,0,15
1250000,1255000,85,18,40,41,33,33,33,17,41,18,21,40,40,40,0,0,0,0,43,43,0,18,40,0,0,24,0,24,45,0,0,0,0,0,0,18
1252500,1257500,105,24,56,42,39,41,40,28,42,24,15,56,56,56,0,0,0,0,49,49,0,24,56,0,0,35,0,35,63,0,0,0,0,0,0,24
1255000,1260000,99,26,50,29,25,28,27,30,29,26,11,50,50,50,0,0,0,0,46,46,0,26,51,0,0,43,0,43,68,0,0,0,0,0,0,26
1257500,1262500,96,24,48,29,26,28,28,28,29,24,23,49,49,49,0,0,0,0,41,41,0,24,50,0,0,46,0,46,59,0,0,0,0,0,0,24
1260000,1265000,130,41,61,61,52,51,52,52,61,41,49,62,62,62,0,0,0,0,54,54,0,41,62,0,0,63,0,63,82,0,0,0,0,0,0,41
1262500,1267500,154,55,65,57,77,74,75,63,57,55,51,65,65,65,0,0,0,0,85,85,0,55,65,0,0,76,0,76,65,0,0,0,0,0,0,55
1265000,1270000,146,62,70,43,83,80,80,64,43,62,50,70,70,70,0,0,0,0,88,88,0,62,70,0,0,71,0,71,44,0,0,0,0,0,0,62
1267500,1272500,118,52,61,49,65,63,63,60,49,52,52,59,59,59,0,0,0,0,61,61,0,52,59,0,0,47,0,47,55,0,0,0,0,0,0,52
1270000,1275000,90,35,38,34,39,42,42,45,34,35,45,36,36,36,0,0,0,0,33,33,0,35,36,0,0,33,0,33,68,0,0,0,0,0,0,35
1272500,1277500,137,34,64,39,32,55,55,48,39,34,81,64,64,64,0,0,0,0,25,25,0,34,64,0,0,60,0,60,70,0,0,0,0,0,0,34
1275000,1280000,226,66,88,95,62,82,82,59,95,66,91,88,88,88,0,0,0,0,13,13,0,66,88,0,0,92,0,92,84,0,0,0,0,0,0,66
1277500,1282500,164,61,48,88,71,62,61,54,88,61,51,48,48,48,0,0,0,0,2,2,0,61,49,0,0,68,0,68,78,0,0,0,0,0,0,61
1280000,1285000,102,29,37,36,45,26,25,57,36,29,39,36,36,36,0,0,0,0,23,23,0,29,37,0,0,59,0,59,59,0,0,0,0,0,0,30
1282500,1287500,90,24,37,27,29,18,18,45,27,24,29,36,36,36,0,0,0,0,29,29,0,24,36,0,0,48,0,48,52,0,0,0,0,0,0,25
1285000,1290000,32,14,13,11,14,9,9,14,11,14,13,13,13,13,0,0,0,0,12,12,0,14,13,0,0,15,0,15,14,0,0,0,0,0,0,14
